evcFLtest | INFO flwr 2023-11-09 17:16:27,385 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=3, round_timeout=None)
evc_test | DEBUG flwr 2023-11-20 17:31:28,911 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-20 17:31:28,912 | server.py:222 | fit_round 2: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-20 17:31:46,527 | server.py:236 | fit_round 2 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-20 17:31:46,529 | server.py:173 | evaluate_round 2: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-20 17:31:51,928 | server.py:187 | evaluate_round 2 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-20 17:31:51,928 | server.py:222 | fit_round 3: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-20 17:32:10,220 | server.py:236 | fit_round 3 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-20 17:32:10,223 | server.py:173 | evaluate_round 3: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-20 17:32:15,733 | server.py:187 | evaluate_round 3 received 2 results and 0 failures
evc_test | INFO flwr 2023-11-20 17:32:15,733 | server.py:153 | FL finished in 72.162374
evc_test | INFO flwr 2023-11-20 17:32:15,733 | app.py:225 | app_fit: losses_distributed [(1, 20383.88671875), (2, 17001.126953125), (3, 15285.9970703125)]
evc_test | INFO flwr 2023-11-20 17:32:15,734 | app.py:226 | app_fit: metrics_distributed_fit {}
evc_test | INFO flwr 2023-11-20 17:32:15,734 | app.py:227 | app_fit: metrics_distributed {'accuracy': [(1, 0.2859), (2, 0.3742), (3, 0.4426)]}
evc_test | INFO flwr 2023-11-20 17:32:15,734 | app.py:228 | app_fit: losses_centralized []
evc_test | INFO flwr 2023-11-20 17:32:15,734 | app.py:229 | app_fit: metrics_centralized {}
evc_test | INFO flwr 2023-11-21 11:06:11,675 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=3, round_timeout=None)
evc_test | INFO flwr 2023-11-21 11:06:11,692 | app.py:175 | Flower ECE: gRPC server running (3 rounds), SSL is disabled
evc_test | INFO flwr 2023-11-21 11:06:11,692 | server.py:89 | Initializing global parameters
evc_test | INFO flwr 2023-11-21 11:06:11,692 | server.py:276 | Requesting initial parameters from one random client
evc_test | INFO flwr 2023-11-21 11:08:07,954 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=3, round_timeout=None)
evc_test | INFO flwr 2023-11-21 11:08:07,968 | app.py:175 | Flower ECE: gRPC server running (3 rounds), SSL is disabled
evc_test | INFO flwr 2023-11-21 11:08:07,969 | server.py:89 | Initializing global parameters
evc_test | INFO flwr 2023-11-21 11:08:07,969 | server.py:276 | Requesting initial parameters from one random client
evc_test | INFO flwr 2023-11-21 11:08:41,808 | server.py:280 | Received initial parameters from one random client
evc_test | INFO flwr 2023-11-21 11:08:41,808 | server.py:91 | Evaluating initial parameters
evc_test | INFO flwr 2023-11-21 11:08:41,808 | server.py:104 | FL starting
evc_test | DEBUG flwr 2023-11-21 11:08:52,774 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 11:09:03,288 | server.py:236 | fit_round 1 received 2 results and 0 failures
evc_test | WARNING flwr 2023-11-21 11:09:03,294 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
evc_test | DEBUG flwr 2023-11-21 11:09:03,294 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 11:09:08,733 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 11:09:08,733 | server.py:222 | fit_round 2: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 11:09:19,197 | server.py:236 | fit_round 2 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 11:09:19,202 | server.py:173 | evaluate_round 2: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 11:09:24,748 | server.py:187 | evaluate_round 2 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 11:09:24,749 | server.py:222 | fit_round 3: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 11:09:35,270 | server.py:236 | fit_round 3 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 11:09:35,277 | server.py:173 | evaluate_round 3: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 11:09:40,697 | server.py:187 | evaluate_round 3 received 2 results and 0 failures
evc_test | INFO flwr 2023-11-21 11:09:40,697 | server.py:153 | FL finished in 58.889200292
evc_test | INFO flwr 2023-11-21 11:09:40,698 | app.py:225 | app_fit: losses_distributed [(1, 19141.0859375), (2, 16179.970703125), (3, 14831.4130859375)]
evc_test | INFO flwr 2023-11-21 11:09:40,698 | app.py:226 | app_fit: metrics_distributed_fit {}
evc_test | INFO flwr 2023-11-21 11:09:40,698 | app.py:227 | app_fit: metrics_distributed {'accuracy': [(1, 0.3092), (2, 0.3975), (3, 0.4558)]}
evc_test | INFO flwr 2023-11-21 11:09:40,699 | app.py:228 | app_fit: losses_centralized []
evc_test | INFO flwr 2023-11-21 11:09:40,699 | app.py:229 | app_fit: metrics_centralized {}
evc_test | INFO flwr 2023-11-21 11:20:46,810 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=3, round_timeout=None)
evc_test | INFO flwr 2023-11-21 11:20:46,823 | app.py:175 | Flower ECE: gRPC server running (3 rounds), SSL is disabled
evc_test | INFO flwr 2023-11-21 11:20:46,823 | server.py:89 | Initializing global parameters
evc_test | INFO flwr 2023-11-21 11:20:46,823 | server.py:276 | Requesting initial parameters from one random client
evc_test | INFO flwr 2023-11-21 11:20:52,264 | server.py:280 | Received initial parameters from one random client
evc_test | INFO flwr 2023-11-21 11:20:52,264 | server.py:91 | Evaluating initial parameters
evc_test | INFO flwr 2023-11-21 11:20:52,264 | server.py:104 | FL starting
evc_test | DEBUG flwr 2023-11-21 11:20:55,272 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 11:21:05,802 | server.py:236 | fit_round 1 received 2 results and 0 failures
evc_test | WARNING flwr 2023-11-21 11:21:05,809 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
evc_test | DEBUG flwr 2023-11-21 11:21:05,809 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 11:21:11,218 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 11:21:11,219 | server.py:222 | fit_round 2: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 11:21:21,753 | server.py:236 | fit_round 2 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 11:21:21,757 | server.py:173 | evaluate_round 2: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 11:21:27,253 | server.py:187 | evaluate_round 2 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 11:21:27,253 | server.py:222 | fit_round 3: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 11:21:37,801 | server.py:236 | fit_round 3 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 11:21:37,809 | server.py:173 | evaluate_round 3: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 11:21:43,225 | server.py:187 | evaluate_round 3 received 2 results and 0 failures
evc_test | INFO flwr 2023-11-21 11:21:43,225 | server.py:153 | FL finished in 50.960629208
evc_test | INFO flwr 2023-11-21 11:21:43,226 | app.py:225 | app_fit: losses_distributed [(1, 19786.1494140625), (2, 16749.484375), (3, 15126.54541015625)]
evc_test | INFO flwr 2023-11-21 11:21:43,226 | app.py:226 | app_fit: metrics_distributed_fit {}
evc_test | INFO flwr 2023-11-21 11:21:43,226 | app.py:227 | app_fit: metrics_distributed {'accuracy': [(1, 0.2836), (2, 0.3807), (3, 0.4513)]}
evc_test | INFO flwr 2023-11-21 11:21:43,226 | app.py:228 | app_fit: losses_centralized []
evc_test | INFO flwr 2023-11-21 11:21:43,226 | app.py:229 | app_fit: metrics_centralized {}
evc_test | INFO flwr 2023-11-21 11:41:50,081 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=3, round_timeout=None)
evc_test | INFO flwr 2023-11-21 11:41:50,094 | app.py:175 | Flower ECE: gRPC server running (3 rounds), SSL is disabled
evc_test | INFO flwr 2023-11-21 11:41:50,094 | server.py:89 | Initializing global parameters
evc_test | INFO flwr 2023-11-21 11:41:50,094 | server.py:276 | Requesting initial parameters from one random client
evc_test | INFO flwr 2023-11-21 11:42:02,342 | server.py:280 | Received initial parameters from one random client
evc_test | INFO flwr 2023-11-21 11:42:02,342 | server.py:91 | Evaluating initial parameters
evc_test | INFO flwr 2023-11-21 11:42:02,342 | server.py:104 | FL starting
evc_test | DEBUG flwr 2023-11-21 11:42:10,720 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 11:42:27,736 | server.py:236 | fit_round 1 received 2 results and 0 failures
evc_test | WARNING flwr 2023-11-21 11:42:27,740 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
evc_test | DEBUG flwr 2023-11-21 11:42:27,740 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 11:42:32,923 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 11:42:32,923 | server.py:222 | fit_round 2: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 11:42:50,115 | server.py:236 | fit_round 2 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 11:42:50,118 | server.py:173 | evaluate_round 2: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 11:42:55,313 | server.py:187 | evaluate_round 2 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 11:42:55,313 | server.py:222 | fit_round 3: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 11:43:12,427 | server.py:236 | fit_round 3 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 11:43:12,430 | server.py:173 | evaluate_round 3: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 11:43:17,629 | server.py:187 | evaluate_round 3 received 2 results and 0 failures
evc_test | INFO flwr 2023-11-21 11:43:17,629 | server.py:153 | FL finished in 75.288464375
evc_test | INFO flwr 2023-11-21 11:43:17,630 | app.py:225 | app_fit: losses_distributed [(1, 20853.716796875), (2, 16538.76953125), (3, 15335.2119140625)]
evc_test | INFO flwr 2023-11-21 11:43:17,630 | app.py:226 | app_fit: metrics_distributed_fit {}
evc_test | INFO flwr 2023-11-21 11:43:17,630 | app.py:227 | app_fit: metrics_distributed {'accuracy': [(1, 0.2589), (2, 0.3992), (3, 0.4424)]}
evc_test | INFO flwr 2023-11-21 11:43:17,630 | app.py:228 | app_fit: losses_centralized []
evc_test | INFO flwr 2023-11-21 11:43:17,630 | app.py:229 | app_fit: metrics_centralized {}
evc_test | INFO flwr 2023-11-21 11:47:15,564 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=3, round_timeout=None)
evc_test | INFO flwr 2023-11-21 11:47:15,574 | app.py:175 | Flower ECE: gRPC server running (3 rounds), SSL is disabled
evc_test | INFO flwr 2023-11-21 11:47:15,574 | server.py:89 | Initializing global parameters
evc_test | INFO flwr 2023-11-21 11:47:15,574 | server.py:276 | Requesting initial parameters from one random client
evc_test | INFO flwr 2023-11-21 11:47:18,964 | server.py:280 | Received initial parameters from one random client
evc_test | INFO flwr 2023-11-21 11:47:18,965 | server.py:91 | Evaluating initial parameters
evc_test | INFO flwr 2023-11-21 11:47:18,965 | server.py:104 | FL starting
evc_test | DEBUG flwr 2023-11-21 11:47:20,222 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 11:47:38,007 | server.py:236 | fit_round 1 received 2 results and 0 failures
evc_test | WARNING flwr 2023-11-21 11:47:38,010 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
evc_test | DEBUG flwr 2023-11-21 11:47:38,010 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 11:47:43,543 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 11:47:43,543 | server.py:222 | fit_round 2: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 11:48:01,212 | server.py:236 | fit_round 2 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 11:48:01,214 | server.py:173 | evaluate_round 2: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 11:48:06,730 | server.py:187 | evaluate_round 2 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 11:48:06,731 | server.py:222 | fit_round 3: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 11:48:24,424 | server.py:236 | fit_round 3 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 11:48:24,427 | server.py:173 | evaluate_round 3: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 11:48:29,984 | server.py:187 | evaluate_round 3 received 2 results and 0 failures
evc_test | INFO flwr 2023-11-21 11:48:29,984 | server.py:153 | FL finished in 71.02065829200001
evc_test | INFO flwr 2023-11-21 11:48:29,984 | app.py:225 | app_fit: losses_distributed [(1, 22693.146484375), (2, 18119.423828125), (3, 15662.1708984375)]
evc_test | INFO flwr 2023-11-21 11:48:29,984 | app.py:226 | app_fit: metrics_distributed_fit {}
evc_test | INFO flwr 2023-11-21 11:48:29,984 | app.py:227 | app_fit: metrics_distributed {'accuracy': [(1, 0.1836), (2, 0.3369), (3, 0.4258)]}
evc_test | INFO flwr 2023-11-21 11:48:29,984 | app.py:228 | app_fit: losses_centralized []
evc_test | INFO flwr 2023-11-21 11:48:29,984 | app.py:229 | app_fit: metrics_centralized {}
evc_test | INFO flwr 2023-11-21 11:49:12,463 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=3, round_timeout=None)
evc_test | INFO flwr 2023-11-21 11:49:12,473 | app.py:175 | Flower ECE: gRPC server running (3 rounds), SSL is disabled
evc_test | INFO flwr 2023-11-21 11:49:12,473 | server.py:89 | Initializing global parameters
evc_test | INFO flwr 2023-11-21 11:49:12,473 | server.py:276 | Requesting initial parameters from one random client
evc_test | INFO flwr 2023-11-21 11:49:16,054 | server.py:280 | Received initial parameters from one random client
evc_test | INFO flwr 2023-11-21 11:49:16,054 | server.py:91 | Evaluating initial parameters
evc_test | INFO flwr 2023-11-21 11:49:16,054 | server.py:104 | FL starting
evc_test | DEBUG flwr 2023-11-21 11:49:17,259 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 11:49:34,381 | server.py:236 | fit_round 1 received 2 results and 0 failures
evc_test | WARNING flwr 2023-11-21 11:49:34,385 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
evc_test | DEBUG flwr 2023-11-21 11:49:34,385 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 11:49:39,651 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
evc_test | INFO flwr 2023-11-21 11:50:00,197 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=3, round_timeout=None)
evc_test | INFO flwr 2023-11-21 11:50:00,207 | app.py:175 | Flower ECE: gRPC server running (3 rounds), SSL is disabled
evc_test | INFO flwr 2023-11-21 11:50:00,207 | server.py:89 | Initializing global parameters
evc_test | INFO flwr 2023-11-21 11:50:00,207 | server.py:276 | Requesting initial parameters from one random client
evc_test | INFO flwr 2023-11-21 11:50:01,855 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=3, round_timeout=None)
evc_test | INFO flwr 2023-11-21 11:50:01,863 | app.py:175 | Flower ECE: gRPC server running (3 rounds), SSL is disabled
evc_test | INFO flwr 2023-11-21 11:50:01,863 | server.py:89 | Initializing global parameters
evc_test | INFO flwr 2023-11-21 11:50:01,864 | server.py:276 | Requesting initial parameters from one random client
evc_test | INFO flwr 2023-11-21 11:50:05,263 | server.py:280 | Received initial parameters from one random client
evc_test | INFO flwr 2023-11-21 11:50:05,264 | server.py:91 | Evaluating initial parameters
evc_test | INFO flwr 2023-11-21 11:50:05,264 | server.py:104 | FL starting
evc_test | DEBUG flwr 2023-11-21 11:50:06,586 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 11:50:24,565 | server.py:236 | fit_round 1 received 2 results and 0 failures
evc_test | WARNING flwr 2023-11-21 11:50:24,569 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
evc_test | DEBUG flwr 2023-11-21 11:50:24,569 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 11:50:30,020 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 11:50:30,020 | server.py:222 | fit_round 2: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 11:50:47,788 | server.py:236 | fit_round 2 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 11:50:47,791 | server.py:173 | evaluate_round 2: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 11:50:53,270 | server.py:187 | evaluate_round 2 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 11:50:53,270 | server.py:222 | fit_round 3: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 11:51:11,209 | server.py:236 | fit_round 3 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 11:51:11,211 | server.py:173 | evaluate_round 3: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 11:51:16,684 | server.py:187 | evaluate_round 3 received 2 results and 0 failures
evc_test | INFO flwr 2023-11-21 11:51:16,684 | server.py:153 | FL finished in 71.42100679100001
evc_test | INFO flwr 2023-11-21 11:51:16,684 | app.py:225 | app_fit: losses_distributed [(1, 20628.890625), (2, 16678.7578125), (3, 15110.34375)]
evc_test | INFO flwr 2023-11-21 11:51:16,684 | app.py:226 | app_fit: metrics_distributed_fit {}
evc_test | INFO flwr 2023-11-21 11:51:16,684 | app.py:227 | app_fit: metrics_distributed {'accuracy': [(1, 0.2704), (2, 0.3915), (3, 0.4463)]}
evc_test | INFO flwr 2023-11-21 11:51:16,684 | app.py:228 | app_fit: losses_centralized []
evc_test | INFO flwr 2023-11-21 11:51:16,684 | app.py:229 | app_fit: metrics_centralized {}
evc_test | INFO flwr 2023-11-21 11:51:26,776 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=3, round_timeout=None)
evc_test | INFO flwr 2023-11-21 11:51:26,785 | app.py:175 | Flower ECE: gRPC server running (3 rounds), SSL is disabled
evc_test | INFO flwr 2023-11-21 11:51:26,785 | server.py:89 | Initializing global parameters
evc_test | INFO flwr 2023-11-21 11:51:26,785 | server.py:276 | Requesting initial parameters from one random client
evc_test | INFO flwr 2023-11-21 11:51:31,724 | server.py:280 | Received initial parameters from one random client
evc_test | INFO flwr 2023-11-21 11:51:31,724 | server.py:91 | Evaluating initial parameters
evc_test | INFO flwr 2023-11-21 11:51:31,724 | server.py:104 | FL starting
evc_test | DEBUG flwr 2023-11-21 11:51:32,584 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 11:51:50,672 | server.py:236 | fit_round 1 received 2 results and 0 failures
evc_test | WARNING flwr 2023-11-21 11:51:50,677 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
evc_test | DEBUG flwr 2023-11-21 11:51:50,677 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 11:51:56,474 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
evc_test | INFO flwr 2023-11-21 13:13:23,124 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=3, round_timeout=None)
evc_test | INFO flwr 2023-11-21 13:13:23,132 | app.py:175 | Flower ECE: gRPC server running (3 rounds), SSL is disabled
evc_test | INFO flwr 2023-11-21 13:13:23,133 | server.py:89 | Initializing global parameters
evc_test | INFO flwr 2023-11-21 13:13:23,133 | server.py:276 | Requesting initial parameters from one random client
evc_test | INFO flwr 2023-11-21 13:13:27,608 | server.py:280 | Received initial parameters from one random client
evc_test | INFO flwr 2023-11-21 13:13:27,608 | server.py:91 | Evaluating initial parameters
evc_test | INFO flwr 2023-11-21 13:13:27,608 | server.py:104 | FL starting
evc_test | DEBUG flwr 2023-11-21 13:13:28,195 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 13:13:45,765 | server.py:236 | fit_round 1 received 2 results and 0 failures
evc_test | WARNING flwr 2023-11-21 13:13:45,768 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
evc_test | DEBUG flwr 2023-11-21 13:13:45,768 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 13:13:51,229 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 13:13:51,229 | server.py:222 | fit_round 2: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 13:14:08,816 | server.py:236 | fit_round 2 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 13:14:08,818 | server.py:173 | evaluate_round 2: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 13:14:14,264 | server.py:187 | evaluate_round 2 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 13:14:14,264 | server.py:222 | fit_round 3: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 13:14:32,320 | server.py:236 | fit_round 3 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 13:14:32,323 | server.py:173 | evaluate_round 3: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 13:14:37,788 | server.py:187 | evaluate_round 3 received 2 results and 0 failures
evc_test | INFO flwr 2023-11-21 13:14:37,789 | server.py:153 | FL finished in 70.18073000000001
evc_test | INFO flwr 2023-11-21 13:14:37,789 | app.py:225 | app_fit: losses_distributed [(1, 21603.0234375), (2, 17599.060546875), (3, 15340.4267578125)]
evc_test | INFO flwr 2023-11-21 13:14:37,789 | app.py:226 | app_fit: metrics_distributed_fit {}
evc_test | INFO flwr 2023-11-21 13:14:37,789 | app.py:227 | app_fit: metrics_distributed {'accuracy': [(1, 0.2316), (2, 0.3661), (3, 0.4364)]}
evc_test | INFO flwr 2023-11-21 13:14:37,789 | app.py:228 | app_fit: losses_centralized []
evc_test | INFO flwr 2023-11-21 13:14:37,789 | app.py:229 | app_fit: metrics_centralized {}
evc_test | INFO flwr 2023-11-21 13:15:21,631 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=3, round_timeout=None)
evc_test | INFO flwr 2023-11-21 13:15:21,640 | app.py:175 | Flower ECE: gRPC server running (3 rounds), SSL is disabled
evc_test | INFO flwr 2023-11-21 13:15:21,641 | server.py:89 | Initializing global parameters
evc_test | INFO flwr 2023-11-21 13:15:21,641 | server.py:276 | Requesting initial parameters from one random client
evc_test | INFO flwr 2023-11-21 13:15:24,961 | server.py:280 | Received initial parameters from one random client
evc_test | INFO flwr 2023-11-21 13:15:24,961 | server.py:91 | Evaluating initial parameters
evc_test | INFO flwr 2023-11-21 13:15:24,961 | server.py:104 | FL starting
evc_test | DEBUG flwr 2023-11-21 13:15:25,450 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 13:15:43,322 | server.py:236 | fit_round 1 received 2 results and 0 failures
evc_test | WARNING flwr 2023-11-21 13:15:43,326 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
evc_test | DEBUG flwr 2023-11-21 13:15:43,326 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 13:15:48,787 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 13:15:48,787 | server.py:222 | fit_round 2: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 13:16:06,508 | server.py:236 | fit_round 2 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 13:16:06,510 | server.py:173 | evaluate_round 2: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 13:16:11,942 | server.py:187 | evaluate_round 2 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 13:16:11,942 | server.py:222 | fit_round 3: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 13:16:29,675 | server.py:236 | fit_round 3 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 13:16:29,677 | server.py:173 | evaluate_round 3: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 13:16:35,077 | server.py:187 | evaluate_round 3 received 2 results and 0 failures
evc_test | INFO flwr 2023-11-21 13:16:35,077 | server.py:153 | FL finished in 70.116398
evc_test | INFO flwr 2023-11-21 13:16:35,077 | app.py:225 | app_fit: losses_distributed [(1, 19471.919921875), (2, 16393.71875), (3, 15006.197265625)]
evc_test | INFO flwr 2023-11-21 13:16:35,077 | app.py:226 | app_fit: metrics_distributed_fit {}
evc_test | INFO flwr 2023-11-21 13:16:35,077 | app.py:227 | app_fit: metrics_distributed {'accuracy': [(1, 0.3056), (2, 0.4034), (3, 0.4577)]}
evc_test | INFO flwr 2023-11-21 13:16:35,077 | app.py:228 | app_fit: losses_centralized []
evc_test | INFO flwr 2023-11-21 13:16:35,078 | app.py:229 | app_fit: metrics_centralized {}
evc_test | INFO flwr 2023-11-21 13:17:10,759 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=3, round_timeout=None)
evc_test | INFO flwr 2023-11-21 13:17:10,769 | app.py:175 | Flower ECE: gRPC server running (3 rounds), SSL is disabled
evc_test | INFO flwr 2023-11-21 13:17:10,769 | server.py:89 | Initializing global parameters
evc_test | INFO flwr 2023-11-21 13:17:10,769 | server.py:276 | Requesting initial parameters from one random client
evc_test | INFO flwr 2023-11-21 13:17:14,301 | server.py:280 | Received initial parameters from one random client
evc_test | INFO flwr 2023-11-21 13:17:14,301 | server.py:91 | Evaluating initial parameters
evc_test | INFO flwr 2023-11-21 13:17:14,301 | server.py:104 | FL starting
evc_test | DEBUG flwr 2023-11-21 13:17:14,838 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 13:17:32,526 | server.py:236 | fit_round 1 received 2 results and 0 failures
evc_test | WARNING flwr 2023-11-21 13:17:32,529 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
evc_test | DEBUG flwr 2023-11-21 13:17:32,529 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 13:17:37,989 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 13:17:37,989 | server.py:222 | fit_round 2: strategy sampled 2 clients (out of 2)
